Level ID, Passable Space, Impassable Space, Playble Space Size, Unreachable Space Count, Unreachable Space Size,Room Count, Average Room Size, Biggest Room Size, Smallest Room Size, Decisions Per Room,Corridor Count, Average Corridor Size, Biggest Corridor Size, Smallest Corridor Size
38204,4455,5545,3778,7,677,14,302.9286,1924,16,1,7,30.57143,51,8
38205,3983,6017,2327,11,1656,23,156.7391,948,12,1.130435,13,29.07692,65,8
38206,4297,5703,3116,13,1181,21,191.4286,1399,10,1,10,27.7,116,8
38207,3357,6643,1213,19,2144,27,117.7037,739,9,0.4814815,6,29.83333,47,13
38208,4806,5194,4117,8,689,14,333.8571,3618,6,0.7857143,5,26.4,70,8
38209,3843,6157,2323,11,1520,17,214.8235,1538,5,0.5882353,5,38.2,90,8
38210,4776,5224,2508,6,2268,16,278.875,1113,6,1.3125,10,31.4,83,7
38211,3990,6010,1914,15,2076,20,192.8,926,4,0.4,4,33.5,70,18
38212,4532,5468,2764,7,1768,20,208.1,2331,6,1.15,11,33.63636,79,6
38213,3647,6353,1126,17,2521,27,120.963,852,6,0.5925926,8,47.625,91,8
38214,4125,5875,2775,9,1350,19,202.6316,1805,1,0.8421053,8,34.375,80,8
38215,4101,5899,3392,8,709,19,201.4211,1134,6,1.263158,13,21.07692,43,8
38216,3789,6211,1742,15,2047,22,165.6818,1541,6,0.5,5,28.8,81,4
38217,4240,5760,2087,12,2153,16,260.3125,1406,7,0.375,3,25,38,8
38218,3976,6024,2290,11,1686,22,166.8636,735,16,0.9545454,10,30.5,74,8
38219,4337,5663,3104,7,1233,18,227.2778,938,6,1.055556,8,30.75,58,12
38220,3583,6417,1440,14,2143,24,136.7083,897,8,0.6666667,9,33.55556,74,8
38221,3951,6049,2686,11,1265,17,224.4118,1999,1,0.7058824,6,22.66667,44,8
38222,3770,6230,2647,12,1123,18,196.0556,1781,6,0.4444444,3,80.33334,109,62
38223,4533,5467,3514,12,1019,17,257.8235,2550,10,0.5882353,5,30,70,12
38224,3833,6167,1577,14,2256,19,196.6842,1257,5,0.4736842,5,19.2,45,6
38225,3732,6268,3085,6,647,19,170.7895,1177,6,1.210526,11,44.27273,105,4
38226,3318,6682,584,16,2734,21,154.0476,562,14,0.3809524,4,20.75,28,13
38227,3645,6355,1462,17,2183,26,127.1154,965,7,0.5769231,6,56.66667,117,13
38228,3481,6519,1729,12,1752,19,170,1076,12,0.7368421,7,35.85714,107,12
38229,3523,6477,1142,12,2381,23,137.8261,569,6,0.9565217,11,32.09091,104,12
38230,4174,5826,2036,10,2138,19,203.7368,1485,1,0.9473684,9,33.66667,69,13
38231,4349,5651,4095,4,254,16,250.0625,2935,1,1.375,11,31.63636,92,8
38232,4144,5856,2974,11,1170,24,157.3333,1529,9,1.083333,13,28.30769,54,10
38233,3611,6389,1933,13,1678,22,157.0909,1539,12,0.5909091,7,22.14286,51,4
38234,3429,6571,1617,14,1812,23,134.4348,907,6,0.8260869,9,37.44444,103,13
38235,4273,5727,3158,6,1115,17,225.4706,1744,12,1.529412,13,33.84615,79,4
38236,3377,6623,2653,11,724,17,187.6471,1573,6,0.5882353,5,37.4,87,8
38237,4081,5919,3082,10,999,17,230.0588,1707,14,0.9411765,8,21.25,31,8
38238,3611,6389,1369,17,2242,25,132.88,1247,1,0.56,7,41.28571,76,11
38239,3806,6194,2733,12,1073,21,170.8095,1101,1,0.8571429,9,24.33333,82,8
38240,3639,6361,1939,9,1700,20,167.1,667,18,0.95,9,33,56,8
38241,4069,5931,3561,6,508,16,231.1875,1841,14,1.4375,11,33.63636,68,8
38242,3360,6640,2203,6,1157,15,203.3333,821,12,1.266667,9,34.44444,107,13
38243,4285,5715,2897,7,1388,13,315.1538,1643,14,0.9230769,6,31.33333,85,8
38244,4536,5464,3852,9,684,19,216.2105,1627,4,1.052632,10,42.8,113,8
38245,4805,5195,4744,3,61,17,260.7647,2569,1,1.705882,15,24.8,73,4
38246,4161,5839,3076,9,1085,17,235.7059,2065,12,0.9411765,9,17.11111,53,7
38247,4066,5934,2354,12,1712,22,176.8182,1560,12,0.8181818,9,19.55556,41,8
38248,4750,5250,3551,9,1199,14,315.5714,2820,9,1,7,47.42857,146,8
38249,4210,5790,3794,5,416,17,220.7647,1153,10,1.647059,12,38.08333,100,12
38250,3097,6903,1522,9,1575,19,144.2105,552,6,0.8421053,8,44.625,110,4
38251,4185,5815,2761,8,1424,21,179.2857,901,6,1.047619,10,42,161,14
38252,5139,4861,4729,7,410,13,379.3846,2535,13,0.9230769,6,34.5,62,13
38253,4751,5249,4054,3,697,11,399.8182,3508,6,1.727273,10,35.3,86,8
38254,3220,6780,906,11,2314,18,170.2222,724,25,0.6111111,6,26,63,8
38255,3975,6025,2103,8,1872,23,155.8696,1095,6,1.26087,13,30,52,8
38256,3369,6631,1517,22,1852,30,104.8667,1123,12,0.4666667,7,31.85714,82,6
38257,4000,6000,1247,10,2753,20,189.15,708,9,0.75,7,31,86,8
38258,3956,6044,2548,10,1408,15,252.4,2088,23,0.5333334,4,42.5,82,20
38259,4020,5980,1725,13,2295,25,147.24,1183,1,0.84,10,33.9,84,8
38260,4455,5545,2262,8,2193,15,284,1321,12,1.066667,8,24.375,43,11
38261,3565,6435,2001,9,1564,18,184.6111,1152,13,0.9444444,8,30.25,58,17
38262,3692,6308,2966,11,726,21,164.619,938,1,0.7619048,8,29.375,87,8
38263,4381,5619,4107,3,274,15,260.4667,1324,6,1.6,12,39.5,85,8
38264,4095,5905,2510,8,1585,19,197.9474,913,6,1.052632,10,33.4,106,8
38265,3611,6389,1562,9,2049,16,209.25,731,16,0.6875,5,52.6,104,14
38266,3546,6454,971,11,2575,19,176.7895,396,9,0.7368421,7,26.71428,57,8
38267,4916,5084,4014,6,902,15,310.7333,1383,12,1.533333,12,21.25,38,4
38268,3658,6342,1376,12,2282,23,143.7826,1126,7,0.8695652,10,35.1,70,8
38269,4261,5739,1809,10,2452,21,187.381,1171,6,1,11,29.63636,73,4
38270,4060,5940,2103,13,1957,21,178.381,1166,8,0.5714286,5,62.8,200,15
38271,3551,6449,1155,9,2396,22,136.7273,641,6,1.136364,12,45.25,95,12
38272,4233,5767,3354,8,879,20,192.7,2405,6,1.2,11,34.45454,70,9
38273,3168,6832,1306,19,1862,26,115.8462,602,6,0.5384616,7,22.28572,33,4
38274,4218,5782,1699,7,2519,15,264.4,1699,6,0.9333333,6,42,107,8
38275,4348,5652,2520,12,1828,21,192.2857,1794,6,0.8571429,8,38.75,79,16
38276,3797,6203,1796,11,2001,22,155.7727,996,6,0.9090909,10,37,91,13
38277,4368,5632,1736,8,2632,19,214.3158,775,10,1,11,26.90909,116,8
38278,3984,6016,1928,8,2056,18,204.5,949,6,0.9444444,9,33.66667,63,8
38279,3460,6540,1310,12,2150,28,102.0714,426,6,1.142857,15,40.13334,97,8
38280,3583,6417,2475,8,1108,17,193.0588,1159,7,0.8823529,7,43,59,27
38281,3912,6088,2984,10,928,20,184.75,836,8,0.9,9,24.11111,41,13
38282,3767,6233,1462,13,2305,23,157.7826,689,12,0.6521739,9,15.33333,36,8
38283,3847,6153,1939,8,1908,13,283.5385,1458,6,0.8461539,5,32.2,78,8
38284,3544,6456,966,10,2578,24,128.7083,835,6,1.083333,13,35,90,8
38285,4057,5943,2366,4,1691,13,295,772,20,1.230769,8,27.75,65,8
38286,3872,6128,1024,13,2848,24,148.125,657,1,0.7916667,10,31.7,54,6
38287,4039,5961,2238,9,1801,21,168.381,1126,6,1.333333,14,35.92857,75,8
38288,4136,5864,1504,12,2632,20,192.35,1085,12,0.8,8,36.125,69,8
38289,4234,5766,4058,3,176,16,246.3125,1756,10,1.5625,14,20.92857,71,4
38290,3667,6333,2013,11,1654,17,205.5882,964,1,0.5882353,5,34.4,59,15
38291,5008,4992,4490,4,518,9,545,3869,16,1.111111,5,20.6,43,8
38292,4450,5550,4262,3,188,15,266.6667,1731,6,1.333333,10,45,179,8
38293,4834,5166,3890,9,944,13,360,3082,12,0.6153846,4,38.5,87,17
38294,4034,5966,1899,7,2135,19,190.3684,1011,8,1.157895,11,37.90909,144,12
38295,3908,6092,1916,11,1992,21,172.9048,932,12,0.9047619,10,27.7,76,4
38296,4846,5154,4534,7,312,16,282.75,1929,12,1.375,12,26.83333,53,8
38297,3842,6158,1934,8,1908,22,154.9091,1007,12,1.409091,15,28.93333,66,8
38298,3223,6777,895,15,2328,25,117.2,512,6,0.68,8,36.625,71,5
38299,3027,6973,1424,13,1603,24,113.0833,502,6,0.9166667,11,28.45455,78,6
38300,3891,6109,1728,9,2163,20,180.75,1079,6,0.85,8,34.5,62,8
38301,4005,5995,3072,8,933,22,162.6364,1246,6,1.363636,16,26.6875,56,6
38302,4945,5055,3655,7,1290,12,397.6667,1850,12,0.9166667,5,34.6,47,20
38303,4625,5375,3316,7,1309,20,213.15,1279,6,1.2,12,30.16667,100,8
38304,4271,5729,2539,10,1732,18,225.6111,1793,19,0.7777778,7,30,48,22
38305,3881,6119,2450,10,1431,13,290.4615,2450,7,0.3076923,2,52.5,77,28
38306,4735,5265,3876,6,859,16,283.8125,2507,6,1.0625,8,24.25,42,8
38307,3881,6119,3220,9,661,19,191.3158,1296,9,1.157895,10,24.6,49,6
38308,3086,6914,1000,15,2086,24,119.9583,607,10,0.6666667,8,25.875,54,6
38309,4429,5571,3717,7,712,16,245.8125,1629,12,1.625,13,38.15385,148,10
38310,4918,5082,4616,8,302,17,276.0588,2007,6,1.176471,10,22.5,41,10
38311,4700,5300,3579,5,1121,16,269.3125,2227,9,1.4375,11,35.54546,100,10
38312,3784,6216,2029,9,1755,22,153.1818,766,6,1.090909,12,34.5,68,12
38313,3826,6174,843,11,2983,19,187.7368,843,8,0.6315789,6,43.16667,60,13
38314,4575,5425,3783,5,792,11,387.3636,3520,28,1.272727,7,44.85714,97,17
38315,3180,6820,937,19,2243,29,98.89655,579,8,0.6206896,9,34.66667,74,13
38316,3588,6412,2223,13,1365,19,176.5789,1781,12,0.6315789,6,38.83333,118,8
38317,4058,5942,1788,10,2270,21,173.619,1319,12,1,11,37.45454,106,8
38318,3476,6524,740,17,2736,25,122.32,545,12,0.64,8,52.25,170,14
38319,3561,6439,1712,12,1849,28,106.3571,447,6,1.071429,13,44.84615,105,12
38320,3904,6096,2039,10,1865,14,263.6429,1890,12,0.4285714,3,71,176,16
38321,4786,5214,3117,6,1669,18,234.5556,1104,6,1.666667,15,37.6,87,8
38322,3511,6489,1457,18,2054,28,112.3929,772,7,0.8214286,12,30.33333,65,8
38323,4197,5803,3661,7,536,14,287.4286,2907,12,1.142857,8,21.625,36,8
38324,3877,6123,1841,7,2036,22,163.4091,588,6,1.227273,13,21.69231,44,13
38325,4823,5177,4622,3,201,15,302.5333,2296,16,1.266667,11,25.90909,67,4
38326,3781,6219,3171,8,610,17,208.4706,1154,12,1.235294,11,21.54545,37,8
38327,3534,6466,2573,12,961,22,148.2273,1276,5,0.6818182,8,34.125,67,8
38328,4671,5329,2315,9,2356,17,263.7059,1690,11,0.7058824,6,31.33333,78,8
38329,2566,7434,706,17,1860,29,70.48276,387,4,0.6206896,7,74.57143,233,17
38330,4270,5730,3050,7,1220,17,229.2941,1647,11,1.117647,9,41.33333,72,11
38331,4421,5579,1745,7,2676,16,257.125,962,11,0.9375,8,38.375,85,8
38332,3457,6543,916,12,2541,23,142,916,1,0.7391304,8,23.875,39,13
38333,4109,5891,2133,6,1976,13,304.9231,1166,6,1,6,24.16667,57,12
38334,3646,6354,989,8,2657,25,121.92,548,6,1.2,14,42.71429,141,13
38335,3754,6246,2889,10,865,21,165.7619,1127,9,1.047619,11,24.81818,51,12
38336,4035,5965,1851,12,2184,23,162.2609,1147,6,0.8260869,9,33.66667,79,8
38337,4278,5722,1684,5,2594,11,380.1818,1577,19,0.9090909,5,19.2,29,8
38338,4735,5265,4434,2,301,13,330.2308,1919,12,1.769231,11,40.18182,79,13
38339,4274,5726,3773,6,501,13,304.1538,2050,12,1.076923,7,45.71429,149,12
38340,3897,6103,2364,7,1533,15,246.6,1082,12,1.066667,8,24.75,46,9
38341,3801,6199,1979,11,1822,18,199.1111,1649,7,0.6111111,5,43.4,68,16
38342,4486,5514,3073,9,1413,23,178.4783,2175,1,1.086957,13,29.30769,87,4
38343,3509,6491,1295,12,2214,19,169.9474,1187,12,0.6315789,6,46.66667,93,13
38344,3819,6181,2447,6,1372,21,157.8571,647,6,1.285714,12,42,84,12
38345,3658,6342,2224,10,1434,18,191.1111,964,6,0.6666667,6,36.33333,68,5
38346,4497,5503,3664,8,833,22,181.2727,734,12,1.318182,15,33.93333,99,8
38347,3871,6129,2810,12,1061,22,165.5909,1368,12,0.8181818,9,25.33333,58,8
38348,4081,5919,3745,10,336,25,146.2,949,6,1.04,11,38.72727,104,11
38349,3449,6551,1338,13,2111,24,134.7083,909,12,0.9166667,11,19.63636,42,6
38350,4189,5811,2477,8,1712,22,163.5,1542,6,1.136364,11,53.81818,144,13
38351,3391,6609,923,14,2468,25,123.8,548,1,0.76,10,29.6,69,7
38352,3537,6463,1683,13,1854,26,117,1430,11,0.8076923,10,49.5,101,8
38353,3831,6169,2110,9,1721,25,129.72,669,5,1.04,11,53.45454,138,8
38354,3836,6164,1770,11,2066,14,270.7857,1733,8,0.2857143,2,22.5,29,16
38355,4739,5261,3307,9,1432,14,325.2857,3175,1,0.7857143,5,37,66,15
38356,4662,5338,4424,5,238,18,244.6111,1470,29,1.388889,13,19.92308,44,6
38357,4202,5798,3641,7,561,22,166.0455,1568,12,1.363636,16,34.3125,85,4
38358,4409,5591,1371,7,3038,18,224.3333,828,1,1.555556,15,24.73333,48,6
38359,2637,7363,845,18,1792,26,91.53846,756,6,0.4615385,7,36.71429,108,7
38360,4310,5690,3651,5,659,16,245.375,1162,16,1.4375,11,34.90909,106,11
38361,4032,5968,3374,10,658,19,196.9474,2160,6,1.052632,11,26.36364,92,4
38362,4471,5529,2925,7,1546,14,303.7857,1686,6,1.071429,7,31.14286,76,7
38363,4474,5526,3413,10,1061,21,193.619,1578,6,1.095238,10,40.8,97,10
38364,3315,6685,2191,13,1124,17,188.1176,2017,12,0.3529412,3,39,66,24
38365,3359,6641,884,14,2475,28,106.3929,709,6,0.75,9,42.22222,106,8
38366,4943,5057,2454,11,2489,20,233.4,1794,9,0.95,9,30.55556,65,12
38367,3724,6276,1613,10,2111,22,153.9545,1068,11,0.9545454,10,33.7,68,14
38368,3474,6526,2114,8,1360,20,152.25,1112,6,1,9,47.66667,139,13
38369,3778,6222,957,10,2821,24,137.7917,583,6,1.166667,14,33.64286,93,9
38370,3486,6514,1643,12,1843,20,164.9,687,12,0.85,8,23.5,47,10
38371,3558,6442,2458,13,1100,20,158.9,1778,6,0.7,7,54.28571,121,11
38372,5034,4966,4142,5,892,13,374.9231,2367,16,0.9230769,6,26.66667,43,8
38373,3754,6246,2459,11,1295,23,147.4348,1173,6,1,10,36.3,87,8
38374,4934,5066,3787,3,1147,15,304.3333,1741,6,1.8,12,30.75,72,6
38375,4192,5808,3671,8,521,19,194.5789,742,12,1.105263,11,45,118,4
38376,3564,6436,1938,9,1626,21,153.5714,624,1,1.190476,12,28.25,51,4
38377,3971,6029,1743,12,2228,18,210.5,1426,12,0.5555556,5,36.4,51,20
38378,4735,5265,3864,6,871,16,281,1995,6,1.125,9,26.55556,53,8
38379,4375,5625,1322,7,3053,16,262.375,1198,6,0.875,7,25.28572,56,8
38380,3826,6174,1742,9,2084,22,154.4091,683,8,1.272727,14,30.64286,112,4
38381,3579,6421,1120,13,2459,17,201.8824,839,12,0.3529412,3,49,101,15
38382,4084,5916,2046,8,2038,16,235.375,1950,6,0.75,5,63.6,93,13
38383,4207,5793,2343,13,1864,18,222.7222,2100,8,0.5555556,5,39.6,74,13
38384,4419,5581,1852,8,2567,26,152.6154,1149,6,1.269231,15,30.06667,98,8
38385,3722,6278,2422,11,1300,20,176.25,1075,12,0.95,10,19.7,35,6
38386,3192,6808,1064,14,2128,25,109.2,556,6,0.96,12,38.5,91,13
38387,4822,5178,4683,4,139,18,239.6667,1322,6,1.888889,17,29.88235,89,8
38388,3883,6117,2644,9,1239,19,182.9474,1603,7,1.105263,10,40.7,94,12
38389,4162,5838,2784,7,1378,20,191.4,1044,6,1.2,11,30.36364,67,8
38390,3754,6246,1827,12,1927,21,167.8095,1452,15,1,11,20.90909,41,4
38391,4615,5385,3247,8,1368,11,409.1818,2349,12,0.7272727,4,28.5,49,16
38392,3906,6094,2037,9,1869,15,250.6667,1822,16,0.6666667,5,29.2,63,12
38393,4468,5532,1481,10,2987,15,282.6667,1232,14,0.5333334,4,57,100,41
38394,3724,6276,2383,7,1341,16,216.5,1760,19,0.9375,7,37.14286,53,13
38395,4325,5675,2957,6,1368,20,194.5,1131,6,1.55,16,27.1875,57,6
38396,4518,5482,2795,7,1723,15,286.8,1628,9,0.8666667,7,30.85714,68,8
38397,3941,6059,2333,9,1608,23,156.6087,1090,15,0.9130435,9,37.66667,112,6
38398,3210,6790,1516,10,1694,25,113.64,379,6,1,12,30.75,91,4
38399,3457,6543,2675,12,782,21,153,825,16,0.8571429,9,27.11111,68,12
38400,5023,4977,4884,3,139,8,614,3087,27,0.875,4,27.75,41,8
38401,3560,6440,1222,18,2338,25,133.84,523,12,0.52,7,30.57143,56,8
38402,3933,6067,3350,8,583,20,181.7,1091,8,0.9,9,33.22222,79,8
38403,3051,6949,797,16,2254,26,107.0769,403,3,0.7307692,9,29.66667,67,10
38404,4821,5179,2070,10,2751,20,221.05,1839,12,1.1,11,36.36364,63,12
38405,3677,6323,2503,9,1174,17,196.2353,1435,6,1.117647,9,37.88889,72,13
38406,4530,5470,4321,5,209,18,230.9444,1681,12,1.555556,13,28.69231,69,6
38407,3811,6189,2886,10,925,24,142.75,686,7,1.208333,14,27.5,48,13
38408,4344,5656,3687,11,657,15,281.2,3457,12,0.3333333,2,63,69,57
38409,3955,6045,2584,14,1371,22,165.7727,1870,11,0.7272727,8,38.5,127,8
38410,4468,5532,3770,7,698,19,205.0526,2298,6,1.157895,9,63.55556,127,13
38411,3799,6201,1165,10,2634,23,144.3044,800,1,1,12,40,138,8
38412,3699,6301,1274,15,2425,24,144.375,730,6,0.5833333,7,33.42857,62,8
38413,3706,6294,2629,16,1077,32,99.15625,661,6,0.90625,13,41,88,11
38414,4309,5691,3663,8,646,19,212.1053,2477,6,1.052632,9,31,76,8
38415,3542,6458,1963,10,1579,24,121.6667,699,6,1.041667,12,51.83333,111,14
38416,3850,6150,3342,9,508,18,199.8889,1034,21,0.8888889,8,31.5,62,13
38417,3810,6190,1775,11,2035,19,191.7368,750,12,0.8421053,9,18.55556,46,4
38418,3543,6457,2621,8,922,16,203.25,1916,6,1.0625,9,32.33333,76,11
38419,4395,5605,2898,12,1497,16,271.4375,2518,12,0.375,3,17.33333,27,12
38420,3633,6367,1525,10,2108,23,142,678,6,1,11,33.36364,69,8
38421,4013,5987,2562,10,1451,17,219.1176,2204,6,0.8823529,8,36,85,5
38422,3851,6149,3070,9,781,16,223.125,1947,6,0.9375,7,40.14286,138,8
38423,4333,5667,3385,10,948,24,157.125,1231,6,1.416667,17,33.05882,107,6
38424,3835,6165,1656,8,2179,24,137.2917,818,6,1.125,12,45,124,6
38425,4750,5250,3433,10,1317,15,301.4,2439,6,0.5333334,4,57.25,98,21
38426,4029,5971,1744,12,2285,31,114.2903,627,7,1.064516,15,32.4,71,13
38427,4813,5187,3757,7,1056,17,264.9412,2914,6,1.176471,10,30.9,94,4
38428,3801,6199,2504,11,1297,19,181.8947,2163,6,0.7894737,7,49.28571,92,19
38429,3549,6451,2135,15,1414,28,110.5,1051,4,0.9285714,13,35,65,7
38430,3627,6373,953,12,2674,17,206.1765,953,17,0.4705882,4,30.5,55,12
38431,4338,5662,950,8,3388,20,199.85,866,6,1.1,12,28.41667,46,4
38432,3846,6154,2023,6,1823,25,126.96,614,6,1.44,17,39.52941,93,13
38433,4311,5689,2561,8,1750,21,183.1905,595,6,1.285714,13,35.69231,118,7
38434,4530,5470,1664,10,2866,16,265.125,1554,5,0.8125,6,48,132,16
38435,4585,5415,3611,8,974,16,267.5,2200,12,1,8,38.125,70,12
38436,3681,6319,1267,12,2414,19,181.8947,729,1,0.7894737,7,32.14286,82,8
38437,3783,6217,1872,11,1911,19,189.3684,1760,12,0.8947368,8,23.125,47,8
38438,4414,5586,1864,12,2550,22,190.5,1055,12,0.8636364,10,22.3,60,4
38439,4651,5349,3302,6,1349,14,311.7857,1322,6,1,7,40.85714,83,8
38440,3914,6086,3208,7,706,22,158.2273,774,6,1.363636,13,33.30769,73,6
38441,3679,6321,1675,10,2004,19,179.8421,1128,6,0.8421053,8,32.75,75,11
38442,4433,5567,3400,7,1033,14,306.7857,1876,12,0.7857143,5,27.6,39,13
38443,4033,5967,1925,15,2108,28,131.7857,1706,6,0.9285714,13,26.38461,72,8
38444,4862,5138,2663,7,2199,13,362.6923,1834,16,0.7692308,5,29.4,66,8
38445,4307,5693,2849,4,1458,19,205.5263,1042,6,1.421053,13,30.92308,61,8
38446,4779,5221,3870,4,909,13,340.9231,1919,10,1.384615,8,43.375,127,19
38447,3348,6652,1888,10,1460,23,123.4348,665,6,1.173913,13,39.15385,99,8
38448,4513,5487,3851,7,662,18,230.5,1650,8,1.055556,9,40.44444,85,9
38449,4340,5660,2632,7,1708,18,225.8333,625,6,1.166667,10,27.5,54,8
38450,4792,5208,4286,6,506,15,296.5333,2040,6,1.2,8,43,73,8
38451,4201,5799,3662,7,539,14,286.3571,2086,12,0.8571429,6,32,78,4
38452,3574,6426,2297,9,1277,20,162.05,1000,12,1.05,10,33.3,61,12
38453,4765,5235,4473,5,292,24,174.8333,1167,6,1.541667,19,29.94737,88,4
38454,4398,5602,3926,5,472,16,247.6875,1868,1,1.3125,11,39.54546,79,6
38455,3222,6778,1596,17,1626,23,131.8696,964,12,0.5217391,6,31.5,50,16
38456,3626,6374,1124,16,2502,22,156.0909,1009,12,0.6363636,7,27.42857,53,11
38457,3830,6170,1792,13,2038,21,163.4286,1641,10,0.7142857,7,56.85714,123,10
38458,4436,5564,2577,7,1859,19,214.8947,871,6,1.578947,15,23.53333,42,8
38459,4377,5623,3442,11,935,20,207.85,1028,6,0.8,7,31.42857,98,12
38460,3645,6355,1960,16,1685,30,105.6333,703,1,1.166667,17,28,57,8
38461,3649,6351,1234,15,2415,23,148.8261,1093,12,0.6956522,7,32.28571,51,13
38462,4505,5495,1768,8,2737,21,194.0476,923,6,1.333333,13,33.07692,105,8
38463,4595,5405,2857,6,1738,18,235.8889,1941,6,1.222222,12,29.08333,93,4
38464,4717,5283,4484,5,233,17,252.2941,1525,6,1.529412,13,32.92308,74,8
38465,4176,5824,3067,7,1109,23,163.1304,1079,12,1.434783,17,24.94118,49,8
38466,5922,4078,5831,1,91,4,1459.5,3306,91,2.25,5,16.8,29,4
38467,3980,6020,1536,11,2444,17,221.5294,1059,19,0.7058824,6,35.66667,70,15
38468,3723,6277,1662,14,2061,22,160.4091,1315,1,0.6363636,6,32.33333,53,18
38469,3838,6162,1510,9,2328,24,141.375,887,6,1.083333,12,37.08333,63,13
38470,4791,5209,4309,8,482,19,236.7368,3240,8,1.157895,10,29.3,55,13
38471,3098,6902,1312,14,1786,25,110.32,990,6,0.8,10,34,98,13
38472,4213,5787,3481,6,732,12,336.5,2577,10,1,6,29.16667,68,11
38473,4886,5114,4722,6,164,19,229.2632,2604,1,1.631579,16,33.125,79,4
38474,4094,5906,2323,11,1771,23,161.3913,1031,1,1.043478,13,29.38461,77,4
38475,4244,5756,2526,9,1718,23,166.3044,994,6,1.130435,13,32.23077,66,8
38476,4070,5930,1427,12,2643,23,162.6522,1112,6,0.8260869,10,32.9,101,8
38477,4145,5855,2185,10,1960,19,208.3158,1134,8,0.7368421,7,26.71428,38,8
38478,4171,5829,2383,8,1788,15,266.1333,1423,12,0.8,6,29.83333,43,16
38479,3605,6395,1945,14,1660,23,145.2609,1206,12,0.6956522,8,33,49,17
38480,4719,5281,4637,3,82,16,266.75,1951,6,1.4375,11,41,118,8
38481,3730,6270,2198,9,1532,17,203.7647,863,12,0.9411765,8,33.25,61,19
38482,4485,5515,1913,9,2572,16,272.5,1154,12,0.6875,6,20.83333,42,4
38483,4019,5981,1931,14,2088,24,156.5,1116,6,0.7083333,9,29.22222,58,4
38484,4810,5190,2163,7,2647,14,325.9286,1743,8,0.8571429,7,35.28571,78,8
38485,4258,5742,1827,8,2431,22,172.4091,1193,16,1.090909,11,42.27273,141,12
38486,2804,7196,1247,15,1557,24,109.2917,977,12,0.625,7,25.85714,41,16
38487,4953,5047,3284,8,1669,21,215.2381,2319,10,1.190476,11,39.36364,74,18
38488,4397,5603,3716,10,681,21,194.1429,1417,6,1,10,32,66,13
38489,4248,5752,3697,7,551,18,220.8889,958,6,1.055556,9,30.22222,67,9
38490,4472,5528,2604,5,1868,11,393,2155,1,1.181818,7,21.28572,46,9
38491,4701,5299,3121,5,1580,18,231.8889,757,18,1.722222,16,32.9375,97,5
38492,3761,6239,2578,14,1183,22,163.8636,924,6,0.6818182,7,22.28572,34,8
38493,3840,6160,2288,11,1552,20,174.85,822,11,0.95,10,34.3,64,8
38494,3955,6045,2621,13,1334,23,159.6956,1089,6,0.6521739,6,47,102,13
38495,3820,6180,2488,12,1332,24,147.4167,1207,10,1.041667,12,23.5,53,4
38496,4053,5947,1761,9,2292,15,255.5333,1210,18,0.9333333,7,31.42857,61,8
38497,3916,6084,1329,8,2587,21,158.3333,766,6,0.952381,8,73.875,186,17
38498,5127,4873,4935,5,192,13,374.5385,3940,6,1.076923,7,36.85714,70,16
38499,4178,5822,3907,6,271,15,251.6,1713,6,1.066667,7,57.71429,130,31
38500,4546,5454,1870,11,2676,19,227.6842,1306,6,0.5789474,4,55,74,15
38501,4390,5610,3462,6,928,22,180.6364,1477,6,1.454545,16,26,74,6
38502,3729,6271,2907,14,822,24,137.6667,1052,6,0.9583333,10,42.5,115,8
38503,4430,5570,2481,8,1949,14,300.4286,2321,6,0.7142857,4,56,71,40
38504,3966,6034,1158,16,2808,23,161.0435,1158,12,0.5217391,6,43.66667,78,8
38505,4214,5786,2450,10,1764,21,186.0952,1748,8,1.047619,10,30.6,46,12
38506,4220,5780,2460,8,1760,19,207.7368,1512,4,1,10,27.3,71,8
38507,2960,7040,1845,9,1115,17,160.8824,1561,12,0.8235294,7,32.14286,64,13
38508,3462,6538,2204,9,1258,14,229.5,1986,6,0.5,2,124.5,224,25
38509,3836,6164,2614,12,1222,22,157.8636,608,6,0.9545454,9,40.33333,132,12
38510,3980,6020,3531,11,449,17,226.1176,2648,12,0.7647059,6,22.66667,32,10
38511,4104,5896,2172,9,1932,16,246.8125,1436,35,0.8125,7,22.14286,31,8
38512,3066,6934,709,19,2357,38,65.6579,346,6,0.8947368,16,35.6875,94,8
38513,3613,6387,2625,10,988,21,159.7143,1154,6,0.952381,11,23.54545,56,4
38514,4110,5890,3431,13,679,23,167.5652,1722,6,0.8695652,10,25.6,46,8
38515,4582,5418,3809,7,773,21,198.1429,2252,6,1.619048,17,24.76471,51,6
38516,4947,5053,4677,4,270,14,332.0714,2508,6,1.714286,12,24.83333,48,8
38517,4212,5788,1384,15,2828,27,143.2222,1067,6,0.9259259,12,28.75,47,8
38518,3811,6189,1843,7,1968,19,181.7368,684,6,1.157895,11,32.54546,67,9
38519,3882,6118,1024,11,2858,21,167.9524,863,6,0.952381,10,35.5,133,12
38520,4512,5488,3503,5,1009,19,217.1053,1314,12,1.684211,16,24.1875,80,8
38521,3471,6529,1577,12,1894,20,161.85,1097,12,0.85,8,29.25,97,4
38522,3613,6387,1027,13,2586,23,141.5652,859,6,0.7391304,8,44.625,120,4
38523,3560,6440,1801,10,1759,16,210.9375,1148,12,0.75,6,30.83333,60,9
